entry_id,source_volume,source_section,page_number,celan_term,english_meaning,category,usage_context,original_wording,canon_status,notes,related_entry_ids,relationship_type,potential_tension_id,review_status,review_reason
LX-V4-0026,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.2 & 3.3: Basic & Sensory Adjectives,7-9,Zun,Empty,Basic & Sensory Adjectives,Zun- (void/hollow),Zun / Zun- (void/hollow) / Empty / Rinaen teremil zun. (The home is empty.),Canon,Original term entry preserved.,PE-V4-0032,related usage,,Approved,
LX-V4-0027,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.2 & 3.3: Basic & Sensory Adjectives,7-9,Kaveth,"Old, Ancient",Basic & Sensory Adjectives,Kav- (preserved/ancient) + -eth,"Kaveth / Kav- (preserved/ancient) + -eth / Old, Ancient / Rinaen kaleth kaveth. (The fortress is old.)",Canon,Original term entry preserved.,PE-V4-0033,related usage,PT-V4-0002,Needs Human Review,terminology overlap
LX-V4-0028,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.2 & 3.3: Basic & Sensory Adjectives,7-9,Vaareth,"Good, Peaceful, Harmonious",Basic & Sensory Adjectives,Vaar (peace/unity) + -eth,"Vaareth / Vaar (peace/unity) + -eth / Good, Peaceful, Harmonious / Rinaen lianor-ian vaareth. (My thought is good.)",Canon,Original term entry preserved.,PE-V4-0034,related usage,PT-V4-0002,Needs Human Review,terminology overlap
LX-V4-0029,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.2 & 3.3: Basic & Sensory Adjectives,7-9,Joreth,"Fast, Quick, Surging",Basic & Sensory Adjectives,Jor- (surge/burst) + -eth,"Joreth / Jor- (surge/burst) + -eth / Fast, Quick, Surging / Var vethral joreth. (The pack hunter goes fast.)",Canon,Original term entry preserved.,PE-V4-0035,related usage,PT-V4-0002,Needs Human Review,terminology overlap
LX-V4-0030,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.2 & 3.3: Basic & Sensory Adjectives,7-9,Feneth,"Hot, Warm",Basic & Sensory Adjectives,Fen- (warmth) + -eth,"Feneth / Fen- (warmth) + -eth / Hot, Warm / Rinaen krezor feneth. (The hearth is hot.)",Canon,Original term entry preserved.,PE-V4-0036,related usage,PT-V4-0002,Needs Human Review,terminology overlap
LX-V4-0031,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.2 & 3.3: Basic & Sensory Adjectives,7-9,Veleth,"Cold, Cool, Slow",Basic & Sensory Adjectives,Vel- (cold/stillness) + -eth,"Veleth / Vel- (cold/stillness) + -eth / Cold, Cool, Slow / Rinaen velk veleth. (The ice is cold.)",Canon,Original term entry preserved.,PE-V4-0037,related usage,PT-V4-0002,Needs Human Review,terminology overlap
LX-V4-0032,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.2 & 3.3: Basic & Sensory Adjectives,7-9,Praketh,"Soft, Tender",Basic & Sensory Adjectives,Prak- (softness) + -eth,"Praketh / Prak- (softness) + -eth / Soft, Tender / Rinaen belrin praketh. (The fabric is soft.)",Canon,Original term entry preserved.,PE-V4-0038,related usage,PT-V4-0002,Needs Human Review,terminology overlap
LX-V4-0033,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.2 & 3.3: Basic & Sensory Adjectives,7-9,Moreth,"Hard, Firm, Earth-like",Basic & Sensory Adjectives,Mor- (earth) + -eth,"Moreth / Mor- (earth) + -eth / Hard, Firm, Earth-like / Rinaen pralor moreth. (The table is hard.)",Canon,Original term entry preserved.,PE-V4-0039,related usage,PT-V4-0002,Needs Human Review,terminology overlap
LX-V4-0034,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.2 & 3.3: Basic & Sensory Adjectives,7-9,Dreneth,"Wet, Damp, Watery",Basic & Sensory Adjectives,Dren (water) + -eth,"Dreneth / Dren (water) + -eth / Wet, Damp, Watery / Rinaen xaresh dreneth. (The cloak is wet.)",Canon,Original term entry preserved.,PE-V4-0040,related usage,PT-V4-0002,Needs Human Review,terminology overlap
LX-V4-0035,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.2 & 3.3: Basic & Sensory Adjectives,7-9,Kadreneth,"Dry, Waterless",Basic & Sensory Adjectives,Ka-dren (without water) + -eth,"Kadreneth / Ka-dren (without water) + -eth / Dry, Waterless / Rinaen morlak kadreneth. (The bread is dry.)",Canon,Original term entry preserved.,PE-V4-0041,related usage,PT-V4-0002,Needs Human Review,terminology overlap
LX-V4-0036,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.4: Clothing & Worn Items,9-10,Belkor,"Tunic, Shirt",Clothing & Worn Items,Bel (weave) + Kor (core),"Belkor / Bel (weave) + Kor (core) / Tunic, Shirt / Rinaen belkor-ian verdeth. (My tunic is green.)",Canon,Original term entry preserved.,PE-V4-0042,related usage,,Approved,
LX-V4-0037,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.4: Clothing & Worn Items,9-10,Sharbel,"Pants, Leggings",Clothing & Worn Items,Shara (path) + Bel (bind),"Sharbel / Shara (path) + Bel (bind) / Pants, Leggings / Rinaen sharbel maganeth. (The pants are heavy.)",Canon,Original term entry preserved.,PE-V4-0043,related usage,,Approved,
LX-V4-0038,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.4: Clothing & Worn Items,9-10,Xaresh,"Cloak, Mantle",Clothing & Worn Items,Xar (cover) + Esh (sky/air),"Xaresh / Xar (cover) + Esh (sky/air) / Cloak, Mantle / Arth xaresh I thal velk. (The cloak protects me from the ice.)",Canon,Original term entry preserved.,PE-V4-0044,related usage,,Approved,
LX-V4-0039,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.4: Clothing & Worn Items,9-10,Trakor,"Shoes, Boots",Clothing & Worn Items,Trak- (tread/step) + -or (place),"Trakor / Trak- (tread/step) + -or (place) / Shoes, Boots / Ver var I ka trakor. (I do not go without shoes.)",Canon,Original term entry preserved.,PE-V4-0045,related usage,,Approved,
LX-V4-0040,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.4: Clothing & Worn Items,9-10,Zhirvok,Belt,Clothing & Worn Items,Zhir (line/lineage) + Vok (bond),Zhirvok / Zhir (line/lineage) + Vok (bond) / Belt / Rinaen peleth an zhirvok. (The knife is on the belt.),Canon,Original term entry preserved.,PE-V4-0046,related usage,,Approved,
LX-V4-0041,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.5: Colors,10,Krelek,Red,Colors,Inspired by Krez (fire),Krelek / Inspired by Krez (fire) / Red / Rinaen zhaelin krelek. (The flower is red.),Canon,Original term entry preserved.,PE-V4-0047,related usage,,Approved,
LX-V4-0042,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.5: Colors,10,Lunor,Blue,Colors,Inspired by Lun (lake),Lunor / Inspired by Lun (lake) / Blue / Rinaen esh lunor. (The sky is blue.),Canon,Original term entry preserved.,PE-V4-0048,related usage,,Approved,
LX-V4-0043,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.5: Colors,10,Verdeth,Green,Colors,Inspired by Verdor (forest),Verdeth / Inspired by Verdor (forest) / Green / Rinaen xaresh verdeth. (The cloak is green.),Canon,Original term entry preserved.,PE-V4-0049,related usage,PT-V4-0002,Needs Human Review,terminology overlap
LX-V4-0044,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.5: Colors,10,Shaleth,"Yellow, Gold, Bright",Colors,Shal (light) + -eth,"Shaleth / Shal (light) + -eth / Yellow, Gold, Bright / Rinaen shena shaleth. (The coin is gold.)",Canon,Original term entry preserved.,PE-V4-0050,related usage,PT-V4-0002,Needs Human Review,terminology overlap
LX-V4-0045,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.5: Colors,10,Faheth,"Black, Dark",Colors,Fah (darkness) + -eth,"Faheth / Fah (darkness) + -eth / Black, Dark / Rinaen mor faheth. (The stone is black.)",Canon,Original term entry preserved.,PE-V4-0051,related usage,PT-V4-0002,Needs Human Review,terminology overlap
LX-V4-0046,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.5: Colors,10,Velek,White,Colors,Inspired by Velk (ice),Velek / Inspired by Velk (ice) / White / Rinaen morlak velek. (The bread is white.),Canon,Original term entry preserved.,PE-V4-0052,related usage,,Approved,
LX-V4-0047,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.6: Essential Verbs of Action & Sensation,10-12,Shalaen,"To See, To perceive with light",Essential Verbs,Shal (light) + -aen,"Shalaen / Shal (light) + -aen / To See, To perceive with light / Shalaen I vethral an verdor. (I see the pack hunter in the forest.)",Canon,Original term entry preserved.,PE-V4-0053,related usage,,Approved,
LX-V4-0048,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.6: Essential Verbs of Action & Sensation,10-12,Aenaen,"To Hear, To perceive sound",Essential Verbs,Aen (speak/breath) + -aen,"Aenaen / Aen (speak/breath) + -aen / To Hear, To perceive sound / Aenaen I eshlin an zhaelin. (I hear the bird in the flower.)",Canon,Original term entry preserved.,PE-V4-0054,related usage,,Needs Human Review,terminology overlap
LX-V4-0049,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.6: Essential Verbs of Action & Sensation,10-12,Pralaen,"To Make, To create with care",Essential Verbs,Pral (detail/work) + -aen,"Pralaen / Pral (detail/work) + -aen / To Make, To create with care / Pralaen I krezor. (I am making a hearth.)",Canon,Original term entry preserved.,PE-V4-0055,related usage,,Approved,
LX-V4-0050,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.6: Essential Verbs of Action & Sensation,10-12,Karethaen,"To Use, To wield a tool",Essential Verbs,Kareth (hammer/tool) + -aen,"Karethaen / Kareth (hammer/tool) + -aen / To Use, To wield a tool / Karethaen I peleth. (I use the knife.)",Canon,Original term entry preserved.,PE-V4-0056,related usage,,Approved,
LX-V4-0051,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.6: Essential Verbs of Action & Sensation,10-12,Talaen,"To Take (contextual), To Receive",Essential Verbs,Tal (give/offer),"Talaen / Tal (give/offer) / To Take (contextual), To Receive / Talaen I drenvor thal pralor. (I take the bowl from the table.)",Canon,Original term entry preserved.,PE-V4-0057,related usage,,Needs Human Review,terminology overlap
LX-V4-0052,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.6: Essential Verbs of Action & Sensation,10-12,Velaen,"To Eat, To take sustenance",Essential Verbs,Vel (sustenance) + -aen,"Velaen / Vel (sustenance) + -aen / To Eat, To take sustenance / Velaen Ilin morlak. (We eat the bread.)",Canon,Original term entry preserved.,PE-V4-0058,related usage,,Approved,
LX-V4-0053,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.6: Essential Verbs of Action & Sensation,10-12,Drenaen,"To Drink, To take liquid",Essential Verbs,Dren (water) + -aen,"Drenaen / Dren (water) + -aen / To Drink, To take liquid / Drenaen Ya phelvin. (You drink the comforting drink.)",Canon,Original term entry preserved.,PE-V4-0059,related usage,,Approved,
LX-V4-0054,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.6: Essential Verbs of Action & Sensation,10-12,Nethaen,"To Sit, To be at rest",Essential Verbs,Neth (rest) + -aen,"Nethaen / Neth (rest) + -aen / To Sit, To be at rest / Nethaen Azron an nethor. (The woman sits on the chair.)",Canon,Original term entry preserved.,PE-V4-0060,related usage,,Approved,
LX-V4-0055,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.6: Essential Verbs of Action & Sensation,10-12,Moraen,"To Stand, To be grounded",Essential Verbs,Mor (earth) + -aen,"Moraen / Mor (earth) + -aen / To Stand, To be grounded / Moraen I an Terra. (I stand on the Earth.)",Canon,Original term entry preserved.,PE-V4-0061,related usage,,Approved,
LX-V4-0056,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.6: Essential Verbs of Action & Sensation,10-12,Vethoraen,"To Sleep, To enter shadow",Essential Verbs,Vethor (shadow) + -aen,"Vethoraen / Vethor (shadow) + -aen / To Sleep, To enter shadow / Nor-vethoraen Ilin an nethlor. (We will sleep on the beds.)",Canon,Original term entry preserved.,PE-V4-0062,related usage,,Approved,
LX-V4-0057,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.8: Archetypal Flora & Fauna,12-14,Morthera,Beast of Burden,Flora & Fauna,Mor (earth) + Thera (longing/pulling),Morthera / Mor (earth) + Thera (longing/pulling) / Beast of Burden / Rinaen morthera maganeth. (The beast of burden is heavy.),Canon,Original term entry preserved.,PE-V4-0063,related usage,,Approved,
LX-V4-0058,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.8: Archetypal Flora & Fauna,12-14,Vethral,Pack Hunter,Flora & Fauna,Veth (shadow) + Ral (caretaker/stalker),Vethral / Veth (shadow) + Ral (caretaker/stalker) / Pack Hunter / Var vethral joreth. (The pack hunter goes fast.),Canon,Original term entry preserved.,PE-V4-0064,related usage,,Approved,
LX-V4-0059,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.8: Archetypal Flora & Fauna,12-14,Vershara,Prey Animal (deer-like),Flora & Fauna,Verdor (forest) + Shara (path),Vershara / Verdor (forest) + Shara (path) / Prey Animal (deer-like) / Velaen vethral vershara. (The pack hunter eats the prey animal.),Canon,Original term entry preserved.,PE-V4-0065,related usage,,Approved,
LX-V4-0060,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.8: Archetypal Flora & Fauna,12-14,Kalrath,Apex Predator (solitary),Flora & Fauna,Kal (strength) + Rath (foe),Kalrath / Kal (strength) + Rath (foe) / Apex Predator (solitary) / Vethoraen kalrath an morl. (The apex predator sleeps in the mountains.),Canon,Original term entry preserved.,PE-V4-0066,related usage,,Approved,
LX-V4-0061,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.8: Archetypal Flora & Fauna,12-14,Eshlin,Common Bird,Flora & Fauna,Esh (sky) + -lin (collective/small thing),Eshlin / Esh (sky) + -lin (collective/small thing) / Common Bird / Aenaen I eshlin an velmarin. (I hear a bird in the ancient tree.),Canon,Original term entry preserved.,PE-V4-0067,related usage,,Approved,
LX-V4-0062,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.8: Archetypal Flora & Fauna,12-14,Velmarin,Ancient Tree (species),Flora & Fauna,Vel (wisdom) + Marin (branch),Velmarin / Vel (wisdom) + Marin (branch) / Ancient Tree (species) / Rinaen velmarin kaveth. (The ancient tree is old.),Canon,Original term entry preserved.,PE-V4-0068,related usage,,Approved,
LX-V4-0063,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.8: Archetypal Flora & Fauna,12-14,Zhaelin,Common Flower,Flora & Fauna,Zhael (bloom/renewal) + -in,Zhaelin / Zhael (bloom/renewal) + -in / Common Flower / Rinaen zhaelin krelek an verdor. (The red flower is in the forest.),Canon,Original term entry preserved.,PE-V4-0069,related usage,,Approved,
LX-V4-0064,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.9: Abstract Social & Personal Concepts,14-15,Thallian,Justice (True Balance),Abstract Concepts,Thal (balance) + Lian (truth),Thallian / Thal (balance) + Lian (truth) / Justice (True Balance) / Ravokhaen Ilin thallian. (We desire justice.),Canon,Original term entry preserved.,PE-V4-0070,related usage,,Approved,
LX-V4-0065,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.9: Abstract Social & Personal Concepts,14-15,Sharaka,Freedom (Path without binding),Abstract Concepts,Shara (path) + Ka (without),Sharaka / Shara (path) + Ka (without) / Freedom (Path without binding) / Ohmaen I sharaka. (I love freedom.),Canon,Original term entry preserved.,PE-V4-0071,related usage,,Approved,
LX-V4-0066,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.9: Abstract Social & Personal Concepts,14-15,Belshara,Duty (Bound Path),Abstract Concepts,Bel (bind) + Shara (path),Belshara / Bel (bind) + Shara (path) / Duty (Bound Path) / Rinaen belshara an Ilin. (Duty is with us.),Canon,Original term entry preserved.,PE-V4-0072,related usage,,Needs Human Review,terminology overlap
LX-V4-0067,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.9: Abstract Social & Personal Concepts,14-15,Velrathor,Memory,Abstract Concepts,Vel (enduring) + Rathor (past),Velrathor / Vel (enduring) + Rathor (past) / Memory / Rinaen velrathor vaareth. (The memory is good.),Canon,Original term entry preserved.,PE-V4-0073,related usage,,Approved,
LX-V4-0068,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.9: Abstract Social & Personal Concepts,14-15,Lianor,"Idea, Thought (Place of truth)",Abstract Concepts,Lian (truth) + -or (place),"Lianor / Lian (truth) + -or (place) / Idea, Thought (Place of truth) / Aen Ya lianor. (Speak your thought.)",Canon,Original term entry preserved.,PE-V4-0074,related usage,,Approved,
LX-V4-0069,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.9: Abstract Social & Personal Concepts,14-15,Vethrin,Dream (Essence of shadow),Abstract Concepts,Veth (shadow) + Rin (essence),Vethrin / Veth (shadow) + Rin (essence) / Dream (Essence of shadow) / Var I an vethrin. (I go into a dream.),Canon,Original term entry preserved.,PE-V4-0075,related usage,,Approved,
LX-V4-0070,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.9: Abstract Social & Personal Concepts,14-15,Kelrin,Name (Essence of what is spoken),Abstract Concepts,Kel (say/talk) + Rin (essence),Kelrin / Kel (say/talk) + Rin (essence) / Name (Essence of what is spoken) / Ra aen Ya kelrin? (Do you speak your name?),Canon,Original term entry preserved.,PE-V4-0076,related usage,,Approved,
LX-V4-0071,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.9: Abstract Social & Personal Concepts,14-15,Kelka,Word (Particle of speech),Abstract Concepts,Kel (say/talk) + -ka (particle),Kelka / Kel (say/talk) + -ka (particle) / Word (Particle of speech) / Ver aen I unar kelka. (I do not speak one word.),Canon,Original term entry preserved.,PE-V4-0077,related usage,,Needs Human Review,terminology overlap
LX-V4-0072,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.9: Abstract Social & Personal Concepts,14-15,Rathlor,Danger (A place of foes),Abstract Concepts,Rath (foe) + -lor (place),Rathlor / Rath (foe) + -lor (place) / Danger (A place of foes) / Rinaen rathlor an shara. (There is danger on the path.),Canon,Original term entry preserved.,PE-V4-0078,related usage,,Approved,
LX-V4-0073,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.9: Abstract Social & Personal Concepts,14-15,Vaarlor,Safety (A place of peace),Abstract Concepts,Vaar (peace) + -lor (place),Vaarlor / Vaar (peace) + -lor (place) / Safety (A place of peace) / Var Ilin an vaarlor. (We go into safety.),Canon,Original term entry preserved.,PE-V4-0079,related usage,,Approved,
LX-V4-0074,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.9: Abstract Social & Personal Concepts,14-15,Belthal,Order (Woven Balance),Abstract Concepts,Bel (bind) + Thal (balance),Belthal / Bel (bind) + Thal (balance) / Order (Woven Balance) / Lorin belthal Ilin. (Order guides us.),Canon,Original term entry preserved.,PE-V4-0080,related usage,,Approved,
LX-V4-0075,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.9: Abstract Social & Personal Concepts,14-15,Rethvok,Chaos (A bond of confusion),Abstract Concepts,Reth (confusion) + Vok (bond),Rethvok / Reth (confusion) + Vok (bond) / Chaos (A bond of confusion) / Fahaen I rethvok. (I fear chaos.),Canon,Original term entry preserved.,PE-V4-0081,related usage,,Approved,
LX-V4-0076,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.7: Essential Conjunctions,12,Ser,And,Conjunction,Re-purposed from Ser (With),Ser / Re-purposed from Ser (With) / And / Rinaen morlak ser dren. (There is bread and water.),Canon,Original term entry preserved.,GR-V4-0006; PE-V4-0082,terminology overlap,PT-V4-0006,Needs Human Review,terminology overlap
LX-V4-0077,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.7: Essential Conjunctions,12,Reth,Or,Conjunction,Re-purposed from Reth (Uncertainty),Reth / Re-purposed from Reth (Uncertainty) / Or / Ra drenaen Ya dren reth phelvin? (Do you drink water or the comfort-drink?),Canon,Original term entry preserved.,GR-V4-0006; PE-V4-0083,terminology overlap,PT-V4-0007,Needs Human Review,terminology overlap
LX-V4-0078,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.10: A System of Measurement,15-17,Korineth,Handspan,Measurement Unit,"Korin (Hand) + -eth. A small, precise unit, the width of a hand. Used in crafting and short-distance measurements.","Korineth / Korin (Hand) + -eth / Handspan / A small, precise unit, the width of a hand. Used in crafting and short-distance measurements. Example: Rinaen zhirin Ten-del korineth. (The rope is 20 handspans long.)",Canon,Original term entry preserved.,PE-V4-0084,related usage,PT-V4-0002,Needs Human Review,terminology overlap
LX-V4-0079,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.10: A System of Measurement,15-17,Shar,"Stride, Pace",Measurement Unit,"Shortened from Shara (Path). A standard human stride. Used for measuring rooms, fields, and medium distances.","Shar / Shortened from Shara (Path) / Stride, Pace / A standard human stride. Used for measuring rooms, fields, and medium distances. Example: Rinaen kaleth Hek-unar shar thalor. (The fortress is 100 strides outside.)",Canon,Original term entry preserved.,PE-V4-0085,related usage,,Approved,
LX-V4-0080,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.10: A System of Measurement,15-17,Kinnshara,Day's Journey,Measurement Unit,Kinn- (Daylight) + Shara (Path). The standard distance one can travel on foot in a day.,Kinnshara / Kinn- (Daylight) + Shara (Path) / Day's Journey / The standard distance one can travel on foot in a day. Example: Rinaen Varthas Ten-peth kinnshara. (The city is 50 day's-journeys away.),Canon,Original term entry preserved.,PE-V4-0086,related usage,,Approved,
LX-V4-0081,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.10: A System of Measurement,15-17,Aenor,"Moment, Instant",Measurement Unit,"Aen (Breath) + -or (time/place). The shortest unit of time, ""the space of a breath."" (Context distinguishes from Aenor, ear).","Aenor / Aen (Breath) + -or (time/place) / Moment, Instant / The shortest unit of time, ""the space of a breath."" (Context distinguishes from Aenor, ear). Example: Nor-var I an aenor. (I will go in a moment.)",Canon,Original term entry preserved.,PE-V4-0087,related usage,PT-V4-0008,Needs Human Review,terminology overlap
LX-V4-0082,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.10: A System of Measurement,15-17,Kinn,Day,Measurement Unit,From the root for Daylight. A full cycle of light and darkness.,Kinn / From the root for Daylight / Day / A full cycle of light and darkness. Example: Var Ilin an tren kinn. (We go in three days.),Canon,Original term entry preserved.,PE-V4-0088,related usage,PT-V4-0008,Needs Human Review,terminology overlap
LX-V4-0083,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.10: A System of Measurement,15-17,Lunwek,Month,Measurement Unit,Lun (Lake/Moon) + Wek (Cycle). A full cycle of the moon.,Lunwek / Lun (Lake/Moon) + Wek (Cycle) / Month / A full cycle of the moon. Example: Nor-var Fenrek an unar lunwek. (Summer will arrive in one month.),Canon,Original term entry preserved.,PE-V4-0089,related usage,,Approved,
LX-V4-0084,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.10: A System of Measurement,15-17,Tharvin-Wek,Year,Measurement Unit,"Tharvin (Autumn) + Wek (Cycle). A full cycle of the seasons, marked by the harvest/balancing season.","Tharvin-Wek / Tharvin (Autumn) + Wek (Cycle) / Year / A full cycle of the seasons, marked by the harvest/balancing season. Example: Rinaen I Ten-del tharvinwek kaveth. (I am 20 years old.)",Canon,Original term entry preserved.,PE-V4-0090,related usage,,Approved,
LX-V4-0085,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.10: A System of Measurement,15-17,Shen,Measure,Measurement Unit,"Shortened from Shenakar (Coinage). A small, standard measure for trade, like a handful of grain.","Shen / Shortened from Shenakar (Coinage) / Measure / A small, standard measure for trade, like a handful of grain. Example: Tal I peth shen morlak. (I give five measures of grain.)",Canon,Original term entry preserved.,PE-V4-0091,related usage,PT-V4-0008,Needs Human Review,terminology overlap
LX-V4-0086,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.10: A System of Measurement,15-17,Morkal,Stone-weight,Measurement Unit,"Mor (Stone/Earth) + Kal (Strength/Weight). A large, standard unit of weight for heavy goods.","Morkal / Mor (Stone/Earth) + Kal (Strength/Weight) / Stone-weight / A large, standard unit of weight for heavy goods. Example: Rinaen morthera maganeth an Hek-unar morkal. (The beast of burden is heavy by 100 stone-weights.)",Canon,Original term entry preserved.,PE-V4-0092,related usage,,Approved,
LX-V4-0087,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech","Section 3.11: Expanded Interjections, Oaths, & Expressions",17-19,Krez an Ya!,Fire in you!,Culturally Specific Greeting/Farewell,Zarithan greeting/farewell wishing strength and resilience.,Krez an Ya! / Fire in you! / Zarithan greeting/farewell wishing strength and resilience.,Canon,Original term entry preserved.,,,,Approved,
LX-V4-0088,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech","Section 3.11: Expanded Interjections, Oaths, & Expressions",17-19,Shalil!,Flow lightly!,Culturally Specific Greeting/Farewell,Pelagae greeting/parting wish for easy unobstructed day.,Shalil! / Flow lightly! / Pelagae greeting/parting wish for easy unobstructed day.,Canon,Original term entry preserved.,,,,Approved,
LX-V4-0089,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech","Section 3.11: Expanded Interjections, Oaths, & Expressions",17-19,Moraen kaleth!,Stand strong!,Culturally Specific Greeting/Farewell,Valkeldor farewell expressing solidarity and resolve.,Moraen kaleth! / Stand strong! / Valkeldor farewell expressing solidarity and resolve.,Canon,Original term entry preserved.,,,,Approved,
LX-V4-0090,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech","Section 3.11: Expanded Interjections, Oaths, & Expressions",17-19,Vaar an shara-ya.,Peace on your path.,Culturally Specific Greeting/Farewell,Verdalris gentle farewell wishing a safe journey.,Vaar an shara-ya. / Peace on your path. / Verdalris gentle farewell wishing a safe journey.,Canon,Original term entry preserved.,,,,Approved,
